RowNumber,id_user,Surname,Geography,Gender,Age,field,Salary,center of interest
426,15784597,Lattimore,France,Male,26,graphics,98368.24,Apparel-graphic-designer
427,15652883,Chung,Germany,Male,39,sport,148584.61,footballer
428,15806964,Utz,France,Male,45,space,27474.81,astronomer
429,15576313,Wei,Germany,Female,40,space,76192.21,aerospace-engineer
430,15806467,Boyle,Germany,Male,40,sport,134600.94,coach
431,15597602,Nwachinemelu,Germany,Male,57,space,72467.99,aerospace-engineer
432,15743040,Kuznetsova,Germany,Male,41,business,199645.45,business-man
433,15705521,Pisani,Germany,Female,33,space,42749.85,astronomer
434,15595039,Manna,Germany,Female,37,sport,136050.44,coach
435,15799384,Collier,France,Male,33,space,73564.44,aerospace-engineer
436,15581197,Ricci,France,Female,51,space,85578.63,aerospace-engineer
437,15693737,Carr,Germany,Female,30,sport,129826.89,arbitrator
438,15624623,Hs?,France,Male,35,sport,119666,arbitrator
439,15783501,Findlay,France,Female,38,space,68052.08,plasma-physicist
440,15690134,Hughes,Germany,Female,42,politics,164104.74,judge
441,15782735,Chukwuemeka,France,Female,35,space,80190.36,aerospace-engineer
442,15611088,Genovese,France,Female,31,space,84126.75,aerospace-engineer
443,15672145,Swift,France,Female,34,space,70179,plasma-physicist
444,15732628,Ugoji,France,Male,46,sport,118024.1,arbitrator
445,15787470,Parkinson,Spain,Male,47,sport,145704.19,footballer
446,15803406,Ross,France,Female,26,business,183049.41,business-manger
447,15730460,Oleary,France,Male,37,sport,120906.83,arbitrator
448,15644572,Turnbull,France,Male,40,graphics,100433.83,Photo-editor
449,15694860,Uspensky,France,Female,38,sport,138777,coach
450,15658169,Cook,Spain,Female,47,sport,124694.99,arbitrator
451,15794396,Newbold,Germany,Female,38,space,40084.32,astronomer
452,15785798,Uchechukwu,France,Male,40,sport,119232.33,arbitrator
453,15710825,Ch'en,Spain,Male,31,space,43921.36,astronomer
454,15668444,He,Spain,Female,44,space,62222.81,plasma-physicist
455,15726631,Hilton,France,Female,39,space,56577,astronomer
456,15733797,Sal,France,Male,36,politics,164253.35,judge
457,15747960,Eluemuno,France,Male,33,space,7666.73,astronomer
458,15634632,Titus,France,Male,38,space,68487.51,plasma-physicist
459,15707362,Yin,Germany,Male,43,business,199273.98,business-man
460,15662976,Lettiere,Spain,Male,37,business,186062.36,business-manger
461,15732778,Templeman,Germany,Male,29,business,195711.16,business-man
462,15718443,Chibuzo,France,Male,39,space,36692.17,astronomer
463,15670039,Sun,Spain,Female,25,graphics,106920.57,Photo-editor
464,15773792,Evans,France,Female,32,space,48725.68,astronomer
465,15613786,Ogbonnaya,Spain,Male,26,politics,167036.94,judge
466,15726032,Enyinnaya,France,Male,33,space,68777.26,plasma-physicist
467,15663252,Olisanugo,Spain,Female,32,space,18924.92,astronomer
468,15593782,Brookes,Germany,Female,38,space,71905.77,plasma-physicist
469,15633283,Padovano,France,Male,35,space,64833.28,plasma-physicist
470,15749167,Fisk,France,Male,35,business,184843.77,business-manger
471,15759298,Shih,Spain,Male,27,politics,176730.02,diplomat
472,15683625,Hare,France,Male,37,space,20629.4,astronomer
473,15635367,Muir,France,Male,26,space,28415.36,astronomer
474,15681705,Fanucci,France,Male,28,space,77231.27,aerospace-engineer
475,15603156,Elewechi,France,Female,33,graphics,102750.7,Photo-editor
476,15591986,Johnston,Germany,Male,46,space,34580.8,astronomer
477,15798888,Pisano,Germany,Female,31,business,183598.77,business-manger
478,15809722,Ankudinov,France,Female,40,sport,147358.27,footballer
479,15677538,Nwokike,France,Male,38,graphics,108469.2,Photo-editor
480,15797736,Smith,France,Male,29,space,20612.82,astronomer
481,15695585,Atkins,Spain,Male,34,business,181196.76,business-manger
482,15744398,Burns,France,Female,23,politics,160249.1,judge
483,15750658,Obiuto,France,Male,37,sport,110783.28,arbitrator
484,15578186,Pirozzi,Germany,Male,37,sport,144995.33,footballer
485,15676519,George,Spain,Male,61,politics,150227.85,lawyer
486,15637954,Lewis,France,Female,35,space,53718.28,astronomer
487,15758639,Moran,France,Male,37,space,75248.3,aerospace-engineer
488,15613772,Dalrymple,France,Male,39,space,14353.43,astronomer
489,15731744,Carslaw,France,Male,30,sport,130486.57,coach
490,15807709,Kirby,Germany,Female,55,graphics,100127.71,Photo-editor
491,15714689,Houghton,Spain,Male,29,business,196356.17,business-man
492,15699005,Martin,France,Female,41,space,9983.88,astronomer
493,15624170,Tan,France,Female,38,sport,118974.77,arbitrator
494,15725679,Hsia,France,Female,47,business,194998.34,business-developer
495,15585865,Westerberg,France,Female,38,sport,134901.34,coach
496,15804256,Hale,Germany,Male,36,space,72924.56,aerospace-engineer
497,15662403,Kryukova,France,Female,32,graphics,101057.95,Photo-editor
498,15733616,Sopuluchukwu,France,Male,40,sport,142838.64,footballer
499,15591995,Barry,Germany,Male,26,sport,127059.04,arbitrator
500,15677020,Selezneva,France,Female,58,sport,116503.92,arbitrator
501,15727688,Chizuoke,Spain,Male,32,space,54405.79,astronomer
502,15715941,Lueck,France,Male,54,space,88721.84,aerospace-engineer
503,15714485,Udinese,France,Male,60,space,74135.48,aerospace-engineer
504,15730059,Udobata,Spain,Male,44,sport,111346.22,arbitrator
505,15715527,Freeman,Spain,Female,41,business,194902.16,business-developer
506,15576623,Outlaw,France,Male,31,space,31474.27,astronomer
507,15805565,Obiuto,Germany,Male,30,space,21198.39,astronomer
508,15677307,Lo,Germany,Female,40,business,186976.6,business-manger
509,15773890,Okechukwu,France,Male,22,sport,117202.19,arbitrator
510,15598883,King,Spain,Female,37,sport,143739.29,footballer
511,15568506,Forbes,Germany,Female,31,politics,161811.23,judge
512,15761043,Macleod,Germany,Female,38,graphics,98090.91,Apparel-graphic-designer
513,15782236,Gibbs,Spain,Male,34,space,71095.41,plasma-physicist
514,15593601,Isayev,France,Male,34,space,13107.24,astronomer
515,15682048,Pisano,France,Female,51,space,67110.59,plasma-physicist
516,15746902,Belstead,Spain,Male,38,space,88225.02,aerospace-engineer
517,15752081,Vassiliev,France,Female,56,space,62256.87,plasma-physicist
518,15781307,Schneider,Germany,Male,37,sport,135925.72,coach
519,15775912,Mazzanti,France,Male,48,politics,177815.87,diplomat
520,15745417,Knipe,France,Male,58,sport,126471.13,arbitrator
521,15671256,Macartney,France,Female,35,business,188574.12,business-manger
522,15653547,Madukwe,France,Male,56,sport,119175.45,arbitrator
523,15595766,Watts,Spain,Male,37,sport,139093.73,coach
524,15742358,Humphreys,Germany,Male,32,sport,115916.55,arbitrator
525,15763274,Wu,France,Male,48,graphics,96463.25,Apparel-graphic-designer
526,15786063,Chin,France,Female,31,sport,112349.51,arbitrator
527,15600258,Chesnokova,France,Male,43,politics,165303.79,judge
528,15573318,Kung,France,Male,26,politics,166031.08,judge
529,15653849,Lu,Germany,Female,48,space,38411.79,astronomer
530,15694272,Nkemakolam,France,Male,30,space,77783.35,aerospace-engineer
531,15736112,Walton,Spain,Female,57,space,29871.79,astronomer
532,15749851,Brookes,Spain,Female,26,space,59747.63,astronomer
533,15663478,Baldwin,France,Male,32,space,79919.13,aerospace-engineer
534,15592300,Mai,Spain,Male,35,space,76773.53,aerospace-engineer
535,15567832,Shih,France,Female,40,space,54018.93,astronomer
536,15776780,He,France,Male,59,space,70649.64,plasma-physicist
537,15592846,Fiorentini,Germany,Male,35,space,59093.39,astronomer
538,15739803,Lucciano,Spain,Male,34,sport,127569.8,arbitrator
539,15794142,Ferreira,Germany,Female,62,space,18260.98,astronomer
540,15762729,Ukaegbunam,Germany,Female,28,space,73275.96,aerospace-engineer
541,15667896,De Luca,France,Male,37,sport,136129.49,coach
542,15626578,Milne,France,Male,26,politics,153237.59,lawyer
543,15776223,Davide,France,Female,42,graphics,106841.12,Photo-editor
544,15705953,Kodilinyechukwu,Spain,Male,51,graphics,109078.35,Photo-editor
545,15802593,Little,France,Female,49,space,87822.14,aerospace-engineer
546,15615457,Burns,Spain,Female,44,sport,126644.98,arbitrator
547,15708916,Paterson,France,Male,38,space,47414.15,astronomer
548,15720187,Han,Germany,Female,30,space,41879.99,astronomer
549,15595440,Kryukova,France,Male,49,space,75808.1,aerospace-engineer
550,15600651,Ijendu,France,Male,24,space,47911.03,astronomer
551,15750141,Reichard,Germany,Female,36,space,28737.78,astronomer
552,15657284,Day,Germany,Male,47,space,2079.2,astronomer
553,15763063,Price,Spain,Female,25,sport,121562.33,arbitrator
554,15709324,Bruce,France,Male,34,space,55003.79,astronomer
555,15711309,Sumrall,Germany,Male,33,business,193131.42,business-developer
556,15775318,Lu,Spain,Female,51,business,191932.27,business-developer
557,15705515,Lazarev,Germany,Male,40,politics,159418.1,lawyer
558,15634844,Miller,Germany,Male,41,business,191468.78,business-developer
559,15717046,Wentworth-Shields,Spain,Male,53,space,38913.68,astronomer
560,15571816,Ritchie,Spain,Female,70,space,705.18,astronomer
561,15670080,Mackenzie,Germany,Female,29,sport,138490.03,coach
562,15800440,Power,Spain,Male,61,space,82970.69,aerospace-engineer
563,15665678,Tan,Spain,Male,36,space,76744.72,aerospace-engineer
564,15665956,Pendergrass,France,Female,46,space,71244.59,plasma-physicist
565,15788126,Evans,Spain,Female,38,space,12182.15,astronomer
566,15811773,Hsia,France,Male,36,sport,141210.5,footballer
567,15651674,Billson,Spain,Female,54,business,191763.07,business-developer
568,15689614,Teng,Spain,Female,63,space,37938.74,astronomer
569,15795564,Moretti,Germany,Male,31,space,74890.58,aerospace-engineer
570,15706647,Jordan,France,Male,31,politics,166698.18,judge
571,15728505,Ts'ao,France,Male,44,space,62678.53,plasma-physicist
572,15730076,Osborne,France,Male,45,space,67740.08,plasma-physicist
573,15622003,Carslaw,France,Male,35,politics,161519.77,judge
574,15607312,Ch'ang,Spain,Female,49,politics,159835.78,lawyer
575,15644753,Hung,Spain,Male,40,space,30876.84,astronomer
576,15653620,Gordon,France,Female,27,space,14858.1,astronomer
577,15761986,Obialo,Spain,Female,32,space,75685.97,aerospace-engineer
578,15633922,Gray,France,Male,30,sport,144183.1,footballer
579,15734674,Lin,France,Female,41,space,65170.66,plasma-physicist
580,15658032,Hopkins,France,Male,39,space,82526.92,aerospace-engineer
581,15692671,Dobson,Spain,Male,36,politics,169161.46,judge
582,15737741,McKay,Spain,Female,33,graphics,109291.39,Photo-editor
583,15576352,Revell,Spain,Female,57,space,6057.81,astronomer
584,15753719,Rickards,Germany,Female,30,space,77077.14,aerospace-engineer
585,15803689,Begum,Germany,Female,51,space,54954.51,astronomer
586,15718057,Onyinyechukwuka,France,Female,51,politics,179614.8,diplomat
587,15722010,Zuyev,Spain,Male,53,space,35588.07,astronomer
588,15680998,Nwankwo,France,Male,44,sport,117356.14,arbitrator
589,15614782,Hao,France,Male,36,politics,160696.72,judge
590,15591047,Ma,Spain,Female,47,sport,147278.43,footballer
591,15788291,Okwuadigbo,Germany,Female,38,space,56594.36,astronomer
592,15604044,Mitchell,France,Male,38,space,1299.75,astronomer
593,15679587,Chan,France,Female,34,space,25095.03,astronomer
594,15775153,Buchi,Spain,Male,32,sport,146326.45,footballer
595,15603925,Greco,Spain,Female,26,space,38296.21,astronomer
596,15680970,Lombardi,Germany,Female,41,politics,164061.6,judge
597,15697183,Uchenna,Spain,Male,43,graphics,107811.28,Photo-editor
598,15567446,Coffman,Germany,Male,39,space,30838.51,astronomer
599,15637476,Alexandrova,Germany,Female,57,space,9221.78,astronomer
600,15714939,Fallaci,Germany,Female,34,space,33738.27,astronomer
601,15683503,Hudson,France,Female,43,sport,110916.15,arbitrator
602,15645569,Mai,Spain,Female,26,politics,169654.57,judge
603,15782569,Stout,France,Female,72,space,69829.4,plasma-physicist
604,15592387,Burke,France,Male,30,space,54926.51,astronomer
605,15609286,Chadwick,France,Male,37,graphics,94728.49,Apparel-graphic-designer
606,15814035,Lawrence,France,Male,29,space,80393.27,aerospace-engineer
607,15661249,Bellucci,France,Male,53,sport,111307.98,arbitrator
608,15629117,Harper,France,Male,28,space,19834.32,astronomer
609,15607170,Boyle,France,Male,35,space,78397.24,aerospace-engineer
610,15586585,Duncan,Germany,Female,51,space,86410.28,aerospace-engineer
611,15686611,Moss,France,Male,30,politics,172749.65,diplomat
612,15603203,Avdeyeva,France,Female,27,space,1002.39,astronomer
613,15619857,Crawford,France,Female,64,space,13601.79,astronomer
614,15805062,Lynton,Spain,Male,38,space,77866.91,aerospace-engineer
615,15660271,Duncan,Germany,Male,26,politics,175296.76,diplomat
616,15745295,Gether,Spain,Female,31,sport,121751.04,arbitrator
617,15719352,Davidson,Spain,Male,39,space,89593.26,aerospace-engineer
618,15766575,Larionova,Germany,Female,62,business,193437.89,business-developer
619,15594594,Loggia,Spain,Male,42,space,86945,aerospace-engineer
620,15646161,Steinhoff,Spain,Female,37,business,183318.79,business-manger
621,15682585,Guerra,France,Male,35,space,71154.1,plasma-physicist
622,15603134,Pai,Spain,Female,40,politics,151887.16,lawyer
623,15636444,Craig,Germany,Female,53,space,75888.65,aerospace-engineer
624,15773456,Lazareva,Germany,Male,36,space,89566.74,aerospace-engineer
625,15745307,Ch'iu,Spain,Female,48,space,26475.79,astronomer
626,15604119,Alderete,Spain,Male,35,sport,126355.8,arbitrator
627,15626900,Kung,France,Male,29,graphics,93839.3,Apparel-graphic-designer
628,15605447,Palermo,France,Male,49,space,7698.6,astronomer
629,15589030,Ts'ai,France,Male,47,sport,145593.85,footballer
630,15692463,Rahman,Spain,Female,28,space,45042.56,astronomer
631,15712403,McMillan,France,Female,61,space,61108.56,plasma-physicist
632,15811762,Pickering,Germany,Female,54,space,57553.98,astronomer
633,15718673,Mirams,Spain,Female,33,space,62674.42,plasma-physicist
634,15724282,Tsao,Germany,Male,44,space,12120.79,astronomer
635,15738181,Douglas,France,Male,31,space,50129.87,astronomer
636,15633648,Jideofor,Spain,Female,51,space,55022.43,astronomer
637,15603323,Bell,Spain,Female,33,sport,117834.91,arbitrator
638,15583725,Mairinger,France,Male,48,politics,168840.23,judge
639,15588350,McIntyre,France,Female,43,space,24234.11,astronomer
640,15798398,Pagnotto,France,Female,36,business,190627.01,business-developer
641,15784844,K'ung,Spain,Male,48,politics,156618.38,lawyer
642,15580684,Feng,France,Female,29,space,42334.38,astronomer
643,15809663,Donaldson,France,Female,27,sport,110784.42,arbitrator
644,15640078,Chambers,Germany,Female,39,politics,173683,diplomat
645,15698786,Marcelo,France,Female,39,space,27046.46,astronomer
646,15569807,Ejimofor,France,Female,34,space,20598.59,astronomer
647,15730830,Dale,France,Female,30,graphics,104991.28,Photo-editor
648,15805112,Pokrovsky,France,Male,38,space,8996.97,astronomer
649,15633064,Stonebraker,France,Female,36,space,64420.5,plasma-physicist
650,15703119,Liang,France,Male,38,sport,145700.22,footballer
651,15730447,Anderson,France,Female,49,business,196335.48,business-man
652,15813850,Christian,France,Male,52,space,14781.12,astronomer
653,15711889,Mao,France,Male,42,graphics,108139.23,Photo-editor
654,15664610,Campbell,Germany,Male,48,space,19287.06,astronomer
655,15751710,Ginikanwa,Spain,Male,31,space,9567.39,astronomer
656,15692926,Toscani,Germany,Male,25,sport,132210.49,coach
657,15813741,Nnachetam,Spain,Male,25,space,21600.11,astronomer
658,15698474,Sagese,Germany,Female,54,business,199661.5,business-man
659,15568595,Fleming,France,Male,64,sport,124341.49,arbitrator
660,15603065,Grubb,France,Female,30,space,15766.1,astronomer
661,15592937,Napolitani,Germany,Female,41,space,33642.21,astronomer
662,15699637,Anenechi,Spain,Male,57,sport,117704.65,arbitrator
663,15667215,Chandler,France,Male,31,space,58803.28,astronomer
664,15788659,Howells,France,Male,46,sport,137537.22,coach
665,15763218,Akeroyd,France,Female,41,sport,131300.68,coach
666,15645772,Onwumelu,France,Male,33,space,84174.81,aerospace-engineer
667,15725511,Wallace,France,Female,31,politics,160941.78,judge
668,15575024,Uwaezuoke,France,Male,29,sport,143954.99,footballer
669,15640825,Loyau,Spain,Male,46,space,56297.85,astronomer
670,15662397,Small,France,Female,42,space,8404.73,astronomer
671,15576368,Bledsoe,Germany,Female,48,space,30020.09,astronomer
672,15674991,Kao,France,Male,42,space,58137.42,astronomer
673,15721024,Wickens,France,Male,26,space,47472.68,astronomer
674,15745621,Wertheim,Spain,Female,32,space,19131.71,astronomer
675,15642394,He,Spain,Male,35,business,187288.5,business-manger
676,15754605,Jarvis,France,Female,39,space,17603.81,astronomer
677,15607040,P'an,Spain,Female,38,space,67020.03,plasma-physicist
678,15715142,Repina,Germany,Male,45,sport,147802.94,footballer
679,15810978,Pugliesi,Spain,Female,70,space,41610.62,astronomer
680,15668886,Blakey,Spain,Female,38,space,44255.65,astronomer
681,15780804,Nucci,France,Male,55,space,78416.14,aerospace-engineer
682,15613880,Higinbotham,Spain,Male,58,sport,137254.55,coach
683,15775238,Achebe,Germany,Female,41,politics,151303.48,lawyer
684,15786905,Russo,Germany,Female,40,space,86333.63,aerospace-engineer
685,15747867,Trevisani,France,Male,24,space,89801.9,aerospace-engineer
686,15600337,Dobie,Spain,Male,42,space,29358.57,astronomer
687,15801277,Maccallum,France,Female,31,business,181600.72,business-manger
688,15579334,Watkins,Germany,Female,45,sport,124118.71,arbitrator
689,15802741,Mitchel,France,Female,51,space,38867.46,astronomer
690,15720649,Ferdinand,France,Female,36,space,31106.67,astronomer
